issue_title,product_id,symptoms,steps
Laptop Stand Fails to Hold Position (Slips Down Under Weight),SKU074,"When placing a laptop on the FlexMount Pro Adjustable Laptop Stand, the stand gradually lowers or collapses instead of holding the set height and angle. Users notice the laptop sliding downwards, especially when adjusting to higher positions or steeper angles. No visible cracks or broken parts.","1. Remove your laptop from the stand and check if the adjustment joints are visibly loose or move freely without resistance.
2. Inspect the locking mechanism (knobs or levers at the joints) to ensure they are fully tightened. Turn each knob/lever clockwise to secure; there should be firm resistance when set.
3. Wipe the joints and contact surfaces with a dry cloth to remove any dust or debris that could affect grip.
4. Re-adjust the stand to the desired height and angle (within 5-28 cm height and 15-45° angle), then firmly tighten all adjustment points.
5. Place the laptop (not exceeding 10 kg) back on the stand. Observe if the stand maintains position for several minutes.
6. If slipping persists, repeat tightening. If the issue continues, check for signs of wear or damage (e.g., stripped threads or cracked plastic) and contact TechMart support for replacement parts or further assistance."
Keyboard not connecting via 2.4GHz wireless mode,SKU182,"The KeyStream Wireless 75 does not respond when switched to 2.4GHz mode. Key presses have no effect, and the keyboard's indicator light blinks blue instead of solid green. The included USB receiver is plugged in, but the keyboard is not detected by the computer.","1. Ensure the USB receiver is firmly plugged into a working USB port on your computer. Try a different port if necessary.
2. Slide the keyboard's mode switch to the 2.4GHz wireless position. Wait 3 seconds for the indicator light to change.
3. If the indicator continues to blink blue, press and hold the Fn + 4 keys for 3 seconds to force the keyboard into 2.4GHz pairing mode. The indicator should blink green.
4. Unplug and reinsert the USB receiver. Wait up to 10 seconds for your computer to recognize the device.
5. If the keyboard still does not connect, test the USB receiver on another computer to rule out port issues.
6. Make sure the keyboard's battery is charged. Connect it via USB-C cable for at least 30 minutes, then retry wireless mode.
7. If the issue persists, reset the keyboard by holding Fn + Esc for 5 seconds. Re-pair using steps above.
8. If none of these steps work, contact TechMart support for a replacement receiver or further assistance."
Right Earbud Not Producing Sound,SKU099,"When listening to audio with the Auralis TunePods Pro, the left earbud works normally, but no sound is heard from the right earbud. The right earbud's LED may still light up, and the case shows both earbuds as charged.","1. Remove both earbuds from the charging case and ensure they are powered on.
2. Place both earbuds back into the charging case and wait 10 seconds. Remove them again to see if the issue is resolved.
3. If the right earbud still produces no sound, check for debris or earwax blocking the speaker grill. Clean gently with a soft, dry brush if needed.
4. Reset the TunePods Pro by placing both earbuds in the case and holding the touch sensors on both earbuds for 10 seconds until the LEDs flash white.
5. Remove the TunePods Pro from your device's Bluetooth list and re-pair them.
6. Test audio again. If the right earbud still does not work, try using the earbuds with another device.
7. If the problem persists, contact TechMart support for further assistance or warranty evaluation."
"CoreStation X5 Desktop Fails to Boot — Power On, No Display",SKU207,"When pressing the power button, the PC's fans and LEDs turn on, but the monitor shows 'No Signal.' There is no startup beep (if speaker installed), and the system does not reach the BIOS or show the manufacturer logo. The GPU and case fans spin, but there is no display output from any of the graphics card's ports.","1. Ensure the monitor is powered on and securely connected to the CoreStation X5’s graphics card (not the motherboard) using the appropriate cable (HDMI, DisplayPort, etc.).
2. Try a different cable and/or monitor to rule out cable or display failure.
3. Power off the desktop completely and unplug the power cord.
4. Open the side panel and check that the NVIDIA GeForce RTX 4060 graphics card is fully seated in the PCIe slot and secured with its mounting screw.
5. Ensure the PCIe power connector from the power supply unit (PSU) is firmly plugged into the graphics card.
6. Check that all RAM modules are properly inserted in their slots; remove and reseat them if necessary.
7. Disconnect all external peripherals except keyboard, mouse, and monitor.
8. Plug the power cord back in and try powering on again.
9. If the issue persists, try booting with only one RAM stick installed (test each stick individually in the main slot).
10. If there is still no display, reset the motherboard’s CMOS by removing the battery for 60 seconds, then reinstalling it.
11. If none of these steps resolve the issue, contact TechMart Support for further assistance or possible hardware diagnostics."
No Display Output via USB-C Connection,SKU070,"When connecting a laptop or compatible device to the PixelEdge 32Q Pro Monitor using the USB-C port, the screen remains black with 'No Signal' displayed. The monitor powers on, and the laptop may charge through USB-C, but no image appears.","1. Ensure both the monitor and your laptop/device are powered on.
2. Verify that the USB-C cable supports video output (not all USB-C cables do). Try a different cable if unsure.
3. Check that the USB-C port on your laptop/device supports video output (DisplayPort Alternate Mode). Refer to your device's manual if needed.
4. On the monitor, press the Input or Source button and select 'USB-C' as the active input.
5. On your laptop/device, ensure the display output is set to extend or duplicate to the external monitor (Windows: Win+P; Mac: System Preferences > Displays).
6. Disconnect and reconnect the USB-C cable on both ends, waiting a few seconds each time.
7. If available, update your laptop's graphics drivers and USB-C firmware.
8. If the issue persists, test the monitor's USB-C port with another device to rule out hardware problems.
9. If none of the above steps resolve the issue, contact TechMart support for further assistance."
Unable to Print via Wi-Fi (Print Job Stuck in Queue),SKU066,Print jobs sent from a computer or mobile device remain in the queue and do not print. The printer display shows 'Ready' but no pages are printed. Other devices can access the internet via Wi-Fi without issue. The printer works when connected via USB-C.,"1. Ensure the PrintEase Pro 4100 is powered on and the Wi-Fi indicator on the printer's control panel is solid (not blinking). 
2. Confirm that your device (computer or mobile) is connected to the same Wi-Fi network as the printer. 
3. On your device, open the print queue for the PrintEase Pro 4100 and clear all pending print jobs. Restart your device. 
4. Restart your printer by powering it off, waiting 30 seconds, and turning it back on. 
5. On the printer, navigate to Settings > Network > Wireless Status. Verify it displays 'Connected' and shows the correct network name (SSID).
6. If the printer is not connected, run the Wireless Setup Wizard from the printer's touchscreen and reconnect to your Wi-Fi network. Enter your Wi-Fi password if prompted.
7. On your device, remove and re-add the printer. For Windows: Go to Devices & Printers > Remove Device > Add a printer. For Mac: Go to System Preferences > Printers & Scanners > Remove '-' > Add '+'.
8. Try printing a test page. If it still fails, temporarily disable any firewall or security software and attempt to print again.
9. If the issue persists, reset the printer's network settings (Settings > Network > Restore Network Defaults), reconnect to Wi-Fi, and repeat steps 2-8.
10. If none of the above resolves the issue, contact TechMart support for further assistance."
Mouse cursor movement is erratic or jittery,SKU186,"When using the SwiftPoint Edge Wireless Mouse, the cursor moves unpredictably, jumps around, or jitters on the screen even with steady hand movements. This occurs on various surfaces and can make precise actions difficult. The mouse is otherwise powered on and buttons function normally.","1. Turn off the SwiftPoint Edge Wireless Mouse and inspect the sensor area underneath for dust, hair, or debris. Use a soft, dry cloth or compressed air to gently clean the sensor.
2. Try using the mouse on a different surface. Avoid reflective, transparent, or glossy surfaces, as these can interfere with the PixArt PAW3395 optical sensor. A cloth or matte mouse pad is recommended.
3. Ensure the mouse is within 1 meter (3 feet) of the USB receiver or paired device, and that there are no large metal objects or wireless devices that could cause interference.
4. Replace or recharge the battery to ensure adequate power. Low battery levels can affect sensor performance even if the mouse still powers on.
5. Unplug and re-insert the USB receiver (if using the dongle). Try a different USB port, preferably a direct port on your computer rather than a hub.
6. Install or update the SwiftPoint Edge Mouse drivers/software from the official website to ensure optimal sensor calibration and compatibility.
7. Test the mouse on another computer. If the issue persists across devices, the mouse may require servicing or replacement. Contact TechMart support with your product ID and troubleshooting steps completed."
Audio Drops or Stutters During Wireless Playback,SKU265,"While listening to music or calls with the EchoTune AirPods Max, users may notice the sound cuts in and out, stutters, or briefly pauses, especially when moving around or in certain locations. Bluetooth connection may appear unstable, but the headphones remain powered on.","1. Move closer to your audio source (phone, tablet, or computer) to ensure you are within the recommended Bluetooth range (typically 10 meters/33 feet).
2. Check for potential sources of wireless interference, such as Wi-Fi routers, microwaves, or other Bluetooth devices nearby, and move away from them if possible.
3. Ensure that only one device is actively connected to the AirPods Max. If paired with multiple devices, disconnect from all but the intended source.
4. Restart both your EchoTune AirPods Max and the audio source device. Power off the headphones, wait 10 seconds, then turn them back on. Restart your phone/tablet/computer as well.
5. Update the firmware of your EchoTune AirPods Max using the official companion app, if available.
6. If the issue persists, ""forget"" or remove the EchoTune AirPods Max from your device's Bluetooth list, then re-pair them.
7. Test the headphones with a different device to rule out issues with the original source.
8. If audio drops continue even after these steps, contact TechMart support for further assistance."
Laptop Battery Not Charging When Plugged In,SKU230,"When the AeroFlex 15 Evo is connected to its charger, the battery icon in Windows shows 'Plugged in, not charging.' The battery percentage does not increase, and the laptop may only operate on AC power. The charging LED near the USB-C port may not illuminate.","1. Check that the USB-C charger is securely connected to both the laptop and a working power outlet. 
2. Try plugging the charger into the other Thunderbolt 4 (USB-C) port to rule out a faulty port. 
3. Inspect the charging cable and adapter for visible damage or loose connections. 
4. Disconnect the charger, power off the laptop, and hold the power button for 15 seconds. Then reconnect the charger and power on the device. 
5. In Windows, right-click the battery icon and select 'Power & sleep settings' > 'Additional power settings.' Ensure the selected plan does not restrict charging. 
6. Open Device Manager, expand 'Batteries,' right-click 'Microsoft ACPI-Compliant Control Method Battery,' and select 'Uninstall device.' Restart the laptop—Windows will reinstall the driver automatically. 
7. If the issue persists, test with a compatible USB-C charger (65W or higher). 
8. If none of the above steps resolve the issue, contact TechMart support for further assistance, as the battery or charging circuit may need inspection."
Mouse Double-Clicks When Single Clicked,SKU236,"When performing a single left-click with the GlidePro X9 Wireless Mouse, the computer registers a double-click instead. This issue persists across different applications and may cause unintended actions like opening files or folders twice.","1. Turn off the GlidePro X9 Wireless Mouse and turn it back on.
2. Connect the mouse to a different USB port or use a different USB receiver slot if available.
3. Test the mouse on a different computer to see if the issue persists.
4. Ensure your operating system and any mouse drivers or software (e.g., TechMart GlidePro Suite) are up to date.
5. Open the TechMart GlidePro software and check the button configuration, ensuring no macros or double-click functions are assigned to the left mouse button.
6. Gently clean around the left mouse button with compressed air to remove any dust or debris that may be interfering with the switch.
7. If the issue continues, perform a factory reset by holding down the DPI and left-click buttons for 5 seconds until the LED flashes blue.
8. If none of these steps resolve the problem, contact TechMart Support for hardware inspection or warranty service."
